Customer Name,Age,Gender,Location,Choice of Beer,Prices
Customer 382,25,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 383,28,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 384,25,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 385,23,Female,Near Shop A,Competitor Can (Pack of 6),540
Customer 386,30,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 387,28,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 388,21,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 389,27,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 390,26,Female,Near Shop A,Competitor Can (Pack of 6),540
Customer 391,26,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 392,22,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 393,31,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 394,30,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 395,35,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 396,21,Female,Near Shop A,Competitor Can (Pack of 6),540
Customer 397,33,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 398,23,Female,Near Shop A,Competitor Can (Pack of 6),540
Customer 399,31,Female,Near Shop A,Competitor Can (Pack of 6),540
Customer 400,29,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 401,26,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 402,24,Female,Near Shop A,Competitor Can (Pack of 6),540
Customer 403,23,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 404,33,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 405,26,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 406,35,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 407,35,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 408,34,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 409,33,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 410,24,Male,Near Shop A,Competitor Can (Pack of 6),540
Customer 411,29,Female,Near Shop A,Competitor Can (Pack of 6),540
Customer 412,42,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 413,47,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 414,62,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 415,65,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 416,46,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 417,48,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 418,40,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 419,53,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 420,60,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 421,52,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 422,39,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 423,60,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 424,44,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 425,36,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 426,37,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 427,41,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 428,38,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 429,50,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 430,46,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 431,37,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 432,50,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 433,56,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 434,45,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 435,43,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 436,62,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 437,52,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 438,43,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 439,51,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 440,43,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 441,59,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 442,58,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 443,36,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 444,50,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 445,51,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 446,50,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 447,37,Female,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 448,63,Male,Near Shop A,Competitor Bottle (Pack of 6),600
Customer 449,30,Male,Near Shop A,Competitor Can (Pack of 12),1000
Customer 450,23,Female,Near Shop A,Competitor Can (Pack of 12),1000
Customer 451,25,Female,Near Shop A,Competitor Can (Pack of 12),1000
Customer 452,30,Female,Near Shop A,Competitor Can (Pack of 12),1000
Customer 453,33,Female,Near Shop A,Competitor Can (Pack of 12),1000
Customer 454,30,Male,Near Shop A,Competitor Can (Pack of 12),1000
Customer 455,35,Female,Near Shop A,Competitor Can (Pack of 12),1000
Customer 456,22,Male,Near Shop A,Competitor Can (Pack of 12),1000
Customer 457,24,Male,Near Shop A,Competitor Can (Pack of 12),1000
Customer 458,22,Male,Near Shop A,Competitor Can (Pack of 12),1000
Customer 459,28,Male,Near Shop A,Competitor Can (Pack of 12),1000
Customer 460,26,Male,Near Shop A,Competitor Can (Pack of 12),1000
Customer 1,22,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 2,26,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 3,35,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 4,28,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 5,34,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 6,25,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 7,25,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 8,30,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 9,34,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 10,31,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 11,30,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 12,34,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 13,33,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 14,21,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 15,28,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 16,24,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 17,33,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 18,27,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 19,35,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 20,29,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 21,31,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 22,32,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 23,28,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 24,30,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 25,27,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 26,34,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 27,35,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 28,24,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 29,21,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 30,25,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 31,34,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 32,26,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 33,32,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 34,29,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 35,32,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 36,35,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 37,26,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 38,21,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 39,26,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 40,23,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 41,21,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 42,31,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 43,28,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 44,32,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 45,27,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 46,30,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 47,29,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 48,24,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 49,26,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 50,27,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 51,23,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 52,35,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 53,27,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 54,22,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 55,31,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 56,21,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 57,32,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 58,26,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 59,34,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 60,26,Female,Near Shop B,Budweiser Can (Pack of 6),600
Customer 61,30,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 62,32,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 63,24,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 64,23,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 65,25,Male,Near Shop B,Budweiser Can (Pack of 6),600
Customer 66,42,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 67,46,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 68,60,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 69,57,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 70,39,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 71,50,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 72,37,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 73,41,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 74,47,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 75,37,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 76,55,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 77,63,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 78,58,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 79,65,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 80,54,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 81,49,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 82,57,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 83,41,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 84,41,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 85,52,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 86,55,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 87,49,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 88,61,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 89,40,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 90,59,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 91,39,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 92,37,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 93,43,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 94,65,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 95,49,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 96,62,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 97,65,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 98,47,Female,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 99,43,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 100,60,Male,Near Shop B,Budweiser Bottle (Pack of 6),660
Customer 101,33,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 102,21,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 103,32,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 104,29,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 105,28,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 106,33,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 107,25,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 108,22,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 109,27,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 110,26,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 111,32,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 112,31,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 113,24,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 114,25,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 115,32,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 116,25,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 117,25,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 118,31,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 119,33,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 120,26,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 121,33,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 122,26,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 123,35,Female,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 124,27,Male,Near Shop B,Budweiser Can (Pack of 12),1100
Customer 125,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 126,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 127,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 128,24,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 129,27,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 130,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 131,25,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 132,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 133,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 134,22,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 135,28,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 136,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 137,29,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 138,34,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 139,21,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 140,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 141,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 142,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 143,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 144,21,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 145,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 146,35,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 147,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 148,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 149,29,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 150,22,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 151,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 152,31,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 153,28,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 154,28,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 155,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 156,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 157,24,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 158,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 159,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 160,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 161,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 162,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 163,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 164,26,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 165,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 166,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 167,35,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 168,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 169,26,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 170,21,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 171,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 172,22,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 173,24,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 174,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 175,35,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 176,34,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 177,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 178,21,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 179,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 180,29,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 181,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 182,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 183,30,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 184,21,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 185,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 186,26,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 187,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 188,30,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 189,29,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 190,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 191,28,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 192,33,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 193,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 194,29,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 195,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 196,35,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 197,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 198,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 199,29,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 200,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 201,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 202,27,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 203,27,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 204,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 205,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 206,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 207,29,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 208,29,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 209,35,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 210,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 211,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 212,26,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 213,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 214,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 215,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 216,35,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 217,33,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 218,27,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 219,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 220,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 221,31,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 222,31,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 223,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 224,27,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 225,32,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 226,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 227,33,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 228,28,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 229,27,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 230,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 231,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 232,24,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 233,24,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 234,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 235,33,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 236,26,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 237,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 238,23,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 239,27,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 240,35,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 241,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 242,25,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 243,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 244,25,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 245,29,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 246,34,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 247,27,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 248,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 249,35,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 250,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 251,32,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 252,27,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 253,27,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 254,32,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 255,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 256,33,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 257,22,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 258,27,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 259,26,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 260,27,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 261,35,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 262,25,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 263,32,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 264,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 265,29,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 266,30,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 267,34,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 268,21,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 269,31,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 270,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 271,32,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 272,24,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 273,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 274,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 275,30,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 276,31,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 277,28,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 278,27,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 279,33,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 280,30,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 281,30,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 282,26,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 283,33,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 284,32,Female,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 285,34,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 286,35,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 287,28,Male,Near Shop B,Stella Artois Can (Pack of 6),660
Customer 288,39,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 289,44,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 290,55,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 291,43,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 292,54,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 293,48,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 294,43,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 295,44,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 296,42,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 297,36,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 298,42,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 299,56,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 300,41,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 301,57,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 302,45,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 303,48,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 304,49,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 305,42,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 306,51,Female,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 307,64,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 308,47,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 309,40,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
Customer 310,57,Male,Near Shop B,Stella Artois Bottle (Pack of 6),720
